처분일자,교부번호,업소명,소재지도로명,소재지지번,지도점검일자,처분명,법적근거,위반내용
20121003,19920069476,월드호프치킨,"서울특별시 마포구 만리재로1길 8, (공덕동)",서울특별시 마포구 공덕동  256번지 21호  ,20120905,과태료부과,식품위생법 제3조,조리장에 위생해충(바퀴벌레)서식 및 사체발견
20121011,20090069476,쎄븐일레븐망원진달래점,"서울특별시 마포구 마포나루길 467, (망원동,망원유수지나들목앞)",서울특별시 마포구 망원동  205번지 5호  망원유수지나들목앞,20120920,시설개수명령,식품위생법 제36조,시설기준 위반
20121011,20120069935,지니쿡스튜디오,"서울특별시 마포구 양화로 183, (동교동, 효성홍익인간오피스텔 B05호)",서울특별시 마포구 동교동  155번지 27호  ,20120919,시정명령,식품위생법 제36조,영업장 무단확장
20121015,20120070088,더플레인,"서울특별시 마포구 마포대로 167, (공덕동, 래미안 상가동 101호)",서울특별시 마포구 공덕동  469번지  ,20120927,시정명령,식품위생법 제36조,영업장 무단확장
20121016,19950069649,자금성,"서울특별시 마포구 월드컵북로5길 49, (서교동, 1층)",서울특별시 마포구 서교동  460번지 21호  ,20120924,과태료16만원부과,식품위생법 제3조,조리종사자 위생모 미착용
20121024,19970069425,(주)신세계푸드 보노보노마포점,"서울특별시 마포구 마포대로 136, (공덕동,지층)",서울특별시 마포구 공덕동  253번지 42호  지층,20120924,과태료부과,식품위생법 제3조,"조리실 내부 청결상태 불량, 조리기구 위생상태 불량"
20121101,20110070348,크루즈,"서울특별시 마포구 양화로16길 15, (서교동)",서울특별시 마포구 서교동  355번지 17호  3층 301호,20120704,영업정지,식품위생법 제44조 위반,유흥접객원 고용
20121101,20110070061,깐부치킨,,서울특별시 마포구 공덕동  175번지  공덕5차 래미안단지 상가 102호,20121012,시정명령,식품위생법 제36조,영업장 무단확장(복층구조물 설치)
20121102,20060069283,어가,"서울특별시 마포구 마포대로 143, (공덕동,지1층 B103,B104,B105호)","서울특별시 마포구 공덕동  462번지  지1층 B103,B104,B105호",20121009,과태료부과,식품위생법 제3조,"원료보관실, 조리실 위생상태 불량"
20121108,20010069057,홍대통골뱅이,,서울특별시 마포구 용강동  43번지 1호 1F ,20121009,시정명령,식품위생법 제36조,영업장외 영업
20121108,20100069356,시골김치삼겹살,"서울특별시 마포구 월드컵로 132, (성산동,1층)",서울특별시 마포구 성산동  260번지 27호  1층,20121009,시정명령,식품위생법 제36조,영업장외 영업
20121112,19940069601,신도시호프,"서울특별시 마포구 만리재로 22, 1층동 (신공덕동)",서울특별시 마포구 신공덕동  24번지 18호 1층 ,20121025,시정명령,식품위생법 제36조,영업장 무단확장
20121114,20120069872,프리모파스토,"서울특별시 마포구 매봉산로2길 78, (상암동, 나동 1층)",서울특별시 마포구 상암동  19번지 12호  ,20121019,시설개수명령,식품위생법 제36조,영업장 분리구획 미실시
20121114,20110069702,카페 57,"서울특별시 마포구 마포대로 12, (마포동)","서울특별시 마포구 마포동  136번지 1호  101-1,101-2",20121026,시정명령,식품위생법 제36조,영업장외 영업
20121120,20090069722,리파똥,"서울특별시 마포구 포은로 78, 1층 (망원동)",서울특별시 마포구 망원동  401번지 36호  ,20121013,영업정지,식품위생법 제44조,청소년 주류제공
20121120,20120070078,메르삐꽁,"서울특별시 마포구 독막로14길 31, (상수동, 지하1층)",서울특별시 마포구 상수동  324번지 10호  ,20121024,시정명령,식품위생법 제36조,영업장 무단확장
20121218,20110070170,틸트라운지,"서울특별시 마포구 잔다리로 5-1, (서교동, 3층)",서울특별시 마포구 서교동  407번지 27호  ,20121123,시설개수명령(2013.1.8까지),식품위생법 제36조,타업종과 구획 미분리
20121218,19960069445,우림집,"서울특별시 마포구 토정로37길 13, (용강동)",서울특별시 마포구 용강동  38번지 2호  ,20121122,과태료부과,식품위생법 제3조,조리종사자 위생모 미착용
20121221,19980069440,마포종점,"서울특별시 마포구 양화로3길 6, (합정동)",서울특별시 마포구 합정동  383번지 20호  ,20121130,시정명령,식품위생법 제3조,영업장 무단확장
20121221,20080069192,합정숯불소금구이,"서울특별시 마포구 양화로3길 6, 1층 (합정동)",서울특별시 마포구 합정동  383번지 20호  ,20121130,시정명령,식품위생법 제36조,영업장 무단확장
20121221,20120070300,깡통집,"서울특별시 마포구 양화로3길 6, 지상1층 (합정동)",서울특별시 마포구 합정동  383번지 20호  ,20121130,시정명령,식품위생법 제36조,영업장 무단확장
20121227,20120070383,빅풋,"서울특별시 마포구 와우산로 15-5, (상수동, 1층)",서울특별시 마포구 상수동  341번지 2호  ,20121210,시정명령,식품위생법 제36조,영업장외 영업
20121228,19850069018,맷돌주점,"서울특별시 마포구 신촌로16길 10, (노고산동)",서울특별시 마포구 노고산동  54번지 1호  ,20121117,영업정지,식품위생법 제44조,청소년 주류판매
20130103,20050069171,또레분식,"서울특별시 마포구 토정로37길 46, (도화동,정우빌딩1층117호)",서울특별시 마포구 도화동  536번지  정우빌딩1층117호,20121122,과징금부과(75만원),식품위생법 제44조,남은 음식 재사용
20130121,20110069824,아리아치킨공덕로터리점1층,"서울특별시 마포구 새창로 13-6, (도화동,1층)",서울특별시 마포구 도화동  25번지 3호  1층,20120611,영업정지2월(2013.2.1~4.1),식품위생법 제44조 제2항,청소년에게 주류제공(1차)
20130128,20060069055,카페바 빅토리아서울,"서울특별시 마포구 마포대로 143, (공덕동,파크파래스2 2층 209호)",서울특별시 마포구 공덕동  462번지  파크파래스2 2층 209호,20120824,영업정지(2013.1.26~2.24),식품위생법 제44조 제1항,손님에게 노래부르는 행위 허용
20130204,20120070307,도나,"서울특별시 마포구 성암로 219-2, (상암동, 1층)",서울특별시 마포구 상암동  2번지 26호  ,20130103,시정명령,식품위생법 제36조,영업장외 영업
20130204,20070069208,상암순대국,"서울특별시 마포구 월드컵북로44길 50, (상암동,1층)",서울특별시 마포구 상암동  16번지 5호  1층,20130107,과태료부과(20만원),식품위생법 제3조,주방조리기구 세척불량
20130214,20050069905,승리식당,,서울특별시 마포구 아현동  327번지 5호  1층,20130107,"영업정지, 시정명령",식품위생법,1개월 이내에 지위승계 미신고
20130215,20120069917,마포식당,"서울특별시 마포구 새창로 8-6, (도화동, 1층)",서울특별시 마포구 도화동  181번지 38호  ,20130122,시정명령,식품위생법 제36조,영업장 무단확장(가설물 설치)
20130222,20120070478,카페 줄,"서울특별시 마포구 잔다리로6길 10, 1층 (서교동)",서울특별시 마포구 서교동  368번지 26호  ,20130103,시설개수명령,식품위생법 제36조,타용도와 미분리
20130227,19990069874,순대일번지,"서울특별시 마포구 월드컵로 117, (망원동)",서울특별시 마포구 망원동  481번지 5호  ,20130207,시정명령,식품위생법 제36조,영업장외 영업
20130305,20120070419,상수동93피쉬마켓,"서울특별시 마포구 와우산로 50-1, (상수동, 지하1층~지상4층)",서울특별시 마포구 상수동  93번지 43호  ,20130218,시정명령,식품위생법 제36조,영업장외 영업
20130307,20120070440,에너지,"서울특별시 마포구 포은로 43-1, (합정동, 1층 일부)",서울특별시 마포구 합정동  439번지 4호  ,20130129,영업정지(과징금75만원),식품위생법 제44조,일반음식점 영업자가 주류만을 판매
20130308,20070069942,채선당 광흥창점,"서울특별시 마포구 창전로 20, (신정동, 1층)",서울특별시 마포구 신정동  28번지 2호  ,20120724,과징금부과,식품위생법 제44조 제1항,유통기한 경과제품 조리목적 보관
20130318,20100070152,가을 라이브카페,"서울특별시 마포구 동교로 157, (서교동,지하1층)",서울특별시 마포구 서교동  446번지 42호  지하1층,20120921,영업정지15일 과징금75만원(2013.3.29~2013.4.12),식품위생법 제44조,무허가 유흥주점
20130319,20090069307,남해바다,"서울특별시 마포구 토정로37길 46, (도화동,1층1호)",서울특별시 마포구 도화동  536번지  1층1호,20121122,영업정지(과징금660만원),식품위생법 제44조,남은 음식 재사용
20130321,19940069011,마포원조할머니껍데기집,"서울특별시 마포구 토정로 261, (용강동)",서울특별시 마포구 용강동  494번지 40호  ,20121020,영업정지,"식품위생법 제44조제2항 위반, 식품위생법 제75조제1항 및 같은 법 시행규칙 제89조 적용",청소년에게 주류를 제공하는 행위를 하게 한 경우
20130403,20060069329,장세참숯불구이,"서울특별시 마포구 월드컵북로 210, (성산동,1층)",서울특별시 마포구 성산동  150번지 7호  1층,20130128,영업정지,식품위생법 제44조,판매목적으로 유통기한 경과제품 보관
20130404,20070069298,진차이나,"서울특별시 마포구 마포대로 53, (도화동,마포트라팰리스 2층 213호)",서울특별시 마포구 도화동  559번지  마포트라팰리스 2층 213호,20130327,시설개수명령,식품위생법 제36조,폐기물용기뚜껑 미설치
20130430,20090070177,통키통키 라이브,"서울특별시 마포구 월드컵로1길 40, (합정동)",서울특별시 마포구 합정동  388번지 32호  지하1층,20120909,영업정지,식품위생법 제36조,손님이 노래부르도록 허용
20130430,20100069639,준이칼제비,"서울특별시 마포구 연남로 15, (연남동,1층)",서울특별시 마포구 연남동  566번지 67호  1층,20130320,영업정지(2013.06.15~2013.06.29),식품위생법 제44조,잔반재사용
20130502,20060069187,제일야식,"서울특별시 마포구 신촌로 190-16, (염리동,2층)",서울특별시 마포구 염리동  8번지 48호  2층,20130405,과징금부과900만원(영업정지15일 갈음),식품위생법 제44조,유통기한이 경과된 원료 조리목적으로 보관
20130515,20110070328,필가네,"서울특별시 마포구 월드컵북로 102, (성산동, 1층)",서울특별시 마포구 성산동  114번지 21호  ,20130513,영업정지,식품위생법 제44조,유통기한경과제품보관
20130603,20090069417,강철판,"서울특별시 마포구 홍익로3길 20, (서교동, 1층 113,114,115호)",서울특별시 마포구 서교동  357번지 1호  ,20130510,시설개수명령,식품위생법 제36조,폐기물용기 뚜껑 미설치
20130607,20120070133,황가네,"서울특별시 마포구 토정로 206, (현석동, 2층)",서울특별시 마포구 현석동  1번지 9호  ,20130513,시정명령,식품위생법 제44조,옥외가격표시제 위반
20130607,20130069489,위너플하우스,"서울특별시 마포구 홍익로6길 83, (동교동, 지하1층 일부)",서울특별시 마포구 동교동  166번지 5호  ,20130514,시설개수명령(2013.7.31까지),식품위생법 제36조,소방완비시설 미완비
20130607,20120069097,카페리브레,"서울특별시 마포구 성미산로 198, (연남동, 1층 일부)",서울특별시 마포구 연남동  227번지 15호  ,20130508,영업정지1개월 갈음 과징금(240만원) 부과,식품위생법 제10조2항,무표시 제품 사용
20130607,20120069613,강산애,"서울특별시 마포구 창전로 70, (신수동, 지하1층 일부)",서울특별시 마포구 신수동  103번지 4호  ,20130513,시정명령,식품위생법 제44조,옥외가격표시제 위반
20130612,20060069624,정화,"서울특별시 마포구 양화로8길 38, (서교동, 1층)",서울특별시 마포구 서교동  394번지 12호  ,20130510,시정명령,식품위생법 제71조 및 제75조,영업장이외의장소에 영업시설설치
20130612,20120070060,다미떡볶이,"서울특별시 마포구 와우산로23길 35, (서교동, 지하1층 일부)",서울특별시 마포구 서교동  345번지 27호  ,20130509,시정명령,"식품위생법 제721조, 제74조 및 제75조",영업장이외의 장소에 영업시설 설치
20130614,20070069608,호브이투,"서울특별시 마포구 잔다리로 11, (서교동,1층)",서울특별시 마포구 서교동  407번지 24호  1층,20130311,시정명령,식품위생법 제44조,#NAME?
20130617,20100070462,마포청학동부침개,,서울특별시 마포구 공덕동  256번지 30호  1층 2호,20121210,영업정지,식품위생법 제44조 제2항,청소년에게 주류제공
20130618,20060070094,에어포트,"서울특별시 마포구 홍익로5길 21, (서교동,1층)",서울특별시 마포구 서교동  355번지 4호  1층,20120822,영업정지,식품위생법 제 44조,무허가유흥주점
20130625,20060069138,맛터,"서울특별시 마포구 양화로 112, (서교동,지하3층)",서울특별시 마포구 서교동  371번지 10호  지하3층,20130520,"영업정지15일 갈음 과징금1,200,000원 부과처분",식품위생법제44조위반,유통기한경과제품조리판매목적 보관1차
20130625,20080070029,비너스식당,"서울특별시 마포구 와우산로21길 36-8, (서교동,지1층~3층)",서울특별시 마포구 서교동  358번지 50호  지1층~3층,20130610,시정명령,식품위생법 제44조,최종지불가격표시제미이행
20130628,20100069908,미친노가리,"서울특별시 마포구 굴레방로 21, (아현동)",서울특별시 마포구 아현동  291번지 4호  ,20130213,영업정지1월 2013.7.17~8.15까지(선교유예로 1/2감면),식품위생법 제44조,청소년 주류제공
20130702,20120070271,인썸,"서울특별시 마포구 어울마당로 68, (서교동, 지하1층)",서울특별시 마포구 서교동  363번지 17호  ,20130414,시설개수명령,식품위생법 제36조,유흥주점 외 무도장 설치(1차 2회)
20130703,20060069314,더윈,"서울특별시 마포구 희우정로 76, 104호 (망원동)",서울특별시 마포구 망원동  396번지 5호  ,20130418,영업정지,식품위생법 제44조,유통기한 경과제품 조리목적 보관
20130712,20100069809,온누리 외식산업,"서울특별시 마포구 성미산로 37, (성산동,지하1층)",서울특별시 마포구 성산동  244번지 3호  지하1층,20130419,영업정지1개월(2013.7.15~2013.8.13) 및 해당제품폐기,식품위생법 제44조,무표시제품 조리목적 보관
20130718,20100070417,친구 라이브,"서울특별시 마포구 양화로 61, (서교동, 지하1층)",서울특별시 마포구 서교동  393번지 4호  ,20130111,영업정지(13.7.20~8.18),식품위생법 제44조,일반음식점영업자가 음향 및 반주시설을 갖추고 손님이 노래를 부르도록 허용하는 행위
20130730,20020069083,카우카우 펍,"서울특별시 마포구 독막로 10, (합정동)",서울특별시 마포구 합정동  373번지 4호  ,20130718,시정명령,식품위생법제44조,옥외가격표시제 미이행
20130731,20040070507,민서,"서울특별시 마포구 포은로 47, (합정동)",서울특별시 마포구 합정동  440번지 19호  ,20130529,영업정지1월(2013.8.1~2013.9.30),식품위생법제44조,유흥접객원고용
20130805,20030070082,우장군곱창,,서울특별시 마포구 도화동  183번지 2호  1층,20130709,시정명령(2013.08.30까지),식품위생법제44조,식육100g당 가격미표시
20130806,20090069987,웃사브,"서울특별시 마포구 와우산로11길 10, (상수동,외1필지 1층)",서울특별시 마포구 상수동  92번지 3호  외1필지 1층,20130619,과태료20만원부과,식품위생법 제3조,조리종사자 위생모 미착용
20130808,20100069889,베고니아,"서울특별시 마포구 신촌로 66, (노고산동,12층)",서울특별시 마포구 노고산동  49번지 31호  12층,20130625,"영업정지15일갈음 과징금12,300,000원부과",식품위생법제44조,유통기한 경과제품 조리판매목적 보관1차
20130808,20100070451,월향,"서울특별시 마포구 월드컵북로1길 26-7, (서교동,1층)",서울특별시 마포구 서교동  352번지 23호  1층,20130813,"영업정지7일 갈음 과징금6,580,000원 부과 처분",식품위생법제37조,영업장의 면적을 변경하고 변경신고를 하지아니한 경우 1차
20130808,20100069640,라운지 약국,"서울특별시 마포구 독막로9길 31-4, (서교동, 1층)",서울특별시 마포구 서교동  404번지 12호  ,20130710,시정명령,"식품위생법 제36조, 제44조",1)영업장 이외의 장소에 영업시설 설치1차 2)신고한 업종 미표시 1차 3( 업종구분에 혼동을 줄 수 있는 명치 표시 1차
20130808,20020069756,맛있는교토홍대점,"서울특별시 마포구 와우산로19길 6, (서교동, 1,2층)",서울특별시 마포구 서교동  362번지 9호  ,20130613,"영업정지7일갈음 과징금 8,260,000원 부과",식품위생법제36조,영업장무단확장
20130809,20110070204,하이트맥스,"서울특별시 마포구 양화로16길 6, 2층 (서교동)",서울특별시 마포구 서교동  371번지 3호  ,20130520,영업정지,식품위생법 제44조,청소년주류제공(1차 2회적발)
20130812,20030069687,세라교수곱창,"서울특별시 마포구 양화로16길 34, (서교동,1층)",서울특별시 마포구 서교동  369번지 41호  1층,20130516,과징금부과 1800만원(영업정지1개월 갈음),식품위생법제44조,청소년주류제공
20130819,20020069623,파스타부오노 홍대점,"서울특별시 마포구 홍익로 26, (동교동, 2층)",서울특별시 마포구 동교동  163번지 20호  ,20130715,시정명령,식품위생법 제7조,이물혼입
20130820,20120069744,그레이트 후카바 라운지,"서울특별시 마포구 잔다리로 24, (서교동, 지하1층)",서울특별시 마포구 서교동  367번지 9호  ,20131016,"영업정지기간(2013.9.15~2013.9.29, 2014.1.16~2014.1.30)",식품위생법,청소년에게주류를제공하는행위(1차)
20130821,20120069569,노가리호프,"서울특별시 마포구 숭문길 86, (염리동, 지하1층 일부)",서울특별시 마포구 염리동  36번지 31호  ,20130724,시정명령,식품위생법제36조,영업장외 영업(1차)
20130828,19990070478,마포대도식당,"서울특별시 마포구 월드컵북로5길 12, (서교동,1,2층)","서울특별시 마포구 서교동  449번지 26호  1,2층",20130722,영업정지,식품위생법제44조,유통기한경과제품조리목적보관
20130829,20070069623,매드홀릭,"서울특별시 마포구 잔다리로 19-6, (서교동,지하1층)",서울특별시 마포구 서교동  405번지 15호  지하1층,20130113,시설개수명령,식품위생법 제36조,유흥주점 외의 영업장에 무도장을 설치함
20130829,20080069297,웨이칭차이나,"서울특별시 마포구 월드컵북로 402, (상암동,KGIT센터 2층 209,226,227호)","서울특별시 마포구 상암동  1601번지  KGIT센터 2층 209,226,227호",20130812,시설개수명령,식품위생법제36조,조리장내 폐기물용기 뚜껑 미설치
20130829,19970069396,홍대한신포차,"서울특별시 마포구 잔다리로 13, (서교동, 1층)",서울특별시 마포구 서교동  407번지 23호  ,20130808,시정명령,식품위생법제36조,영업장외 영업(1차)
20130829,19980069261,대포항 회무침,"서울특별시 마포구 잔다리로 19, (서교동)",서울특별시 마포구 서교동  405번지 3호  ,20130808,시정명령,식품위생법제36조,영업장외 영업(1차)
20130902,20060069685,테라스,"서울특별시 마포구 와우산로21길 31, (서교동, 5층)",서울특별시 마포구 서교동  364번지 26호  ,20130514,영업정지,식품위생법제44조,청소년주류제공
20130905,20120069662,고구려홍대점(주)덕용푸드시스템,"서울특별시 마포구 월드컵북로 14, (동교동)",서울특별시 마포구 동교동  206번지 2호  ,20131016,시정명령,식품위생법제44조,업종미표기
20130905,19920069573,경성우동,"서울특별시 마포구 동교로23길 4, (동교동, 1층)",서울특별시 마포구 동교동  201번지 19호  ,20131016,시정명령,식품위생법제44조,업종미표기
20130905,20110070126,차이나익스프레스,"서울특별시 마포구 월드컵로 240, (성산동,월드컵경기장 2층 푸드코트내)",서울특별시 마포구 성산동  515번지  월드컵경기장 2층 푸드코트내,20131016,시정명령,식품위생법,조리식품에이물혼입(1차)
20130905,20090069406,브로일하우스,"서울특별시 마포구 월드컵북로 396, 지1층 B1094,B1095,B1096,B1097호 (상암동, 누리꿈스퀘어)",서울특별시 마포구 상암동  1605번지  ,20131016,시설개수명령,식품위생법,일반음식점외의용도로사용되는시설과미분리(1차)
20130905,20120069661,삿뽀로홍대점,"서울특별시 마포구 월드컵북로 14, (동교동, 2층)",서울특별시 마포구 동교동  206번지 2호  ,20131016,시정명령,식품위생법제44조,업종미표기
20130906,20130069898,리초밥,"서울특별시 마포구 독막로 248, (대흥동, 1층)",서울특별시 마포구 대흥동  328번지 34호  ,20130816,시정명령,식품위생법제36조,영업장외 영업(주차장영업)
20130906,20100069066,스카타모리,"서울특별시 마포구 독막로9길 29, 1,2층 (서교동)",서울특별시 마포구 서교동  404번지 2호  ,20130807,시정명령,식품위생법제36조,영업장외 영업(1차)
20130906,20110069376,팔자막창,"서울특별시 마포구 잔다리로 23, (서교동,예랑빌딩 1층)",서울특별시 마포구 서교동  395번지 17호  예랑빌딩 1층,20130807,시정명령,식품위생법,영업장외영업 2차
20130906,20120069892,본가옹고집족발보쌈,"서울특별시 마포구 굴레방로 3, 1층 (아현동)",서울특별시 마포구 아현동  275번지 2호  ,20130808,시설개수명령,식품위생법제36조,조리장내 폐기물용기 뚜껑 미설치
20130906,20120069608,엄마솜씨짱,"서울특별시 마포구 대흥로 172, (대흥동, 1층 일부)",서울특별시 마포구 대흥동  3번지 56호  ,20130911,시설개수명령,식품위생법제36조,조리장내 폐기물용기 뚜껑 미설치
20130906,19900069027,신마포갈매기,"서울특별시 마포구 대흥로 94, (대흥동, 1층 일부)",서울특별시 마포구 대흥동  152번지 1호  ,20130911,시설개수명령,식품위생법제36조,조리장내 폐기물용기 뚜껑 미설치
20130909,20060069545,비비큐상암점,"서울특별시 마포구 성암로15길 35, (상암동, 1층)",서울특별시 마포구 상암동  1462번지  ,20130821,과태료부과,식품위생법제3조위반,식품등을 보존기준에 맞지않게 보관
20130911,20110070207,목포낙지,"서울특별시 마포구 삼개로1길 3-3, (도화동, 1층)",서울특별시 마포구 도화동  201번지 42호  ,20130827,시정명령,식품위생법제44조,업종미표시
20130912,20130069600,더심플한테이블,"서울특별시 마포구 양화로 45, (서교동, 메세나폴리스 B1105호)",서울특별시 마포구 서교동  490번지  ,20130805,시정명령,식품위생법제36조,조리장내 폐기물용기 뚜껑 미설치
20130912,20060070020,구구와,"서울특별시 마포구 월드컵로 143, (망원동, 1층)",서울특별시 마포구 망원동  477번지 4호  ,20130808,시정명령,식품위생법제36조,영업장외 영업(1차)
20130917,20120069728,미친노가리,"서울특별시 마포구 희우정로 98, 1층 왼쪽호 (망원동)",서울특별시 마포구 망원동  406번지 18호  ,20131016,시정명령,식품위생법제36조,영업장외영업
20130924,20120069899,카페무띠,"서울특별시 마포구 월드컵북로 361, 106호 (상암동, DMC이안상암2단지)",서울특별시 마포구 상암동  1653번지  ,20130905,시정명령,식품위생법제36조,영업장외 영업
20130924,20040070155,원조마포할머니빈대떡,,서울특별시 마포구 공덕동  256번지 30호  공덕시장내8호,20130630,영업정지1월(2013.9.26~10.25),식품위생법제44조,청소년에게주류제공
20130924,19830069125,동해수산,"서울특별시 마포구 숭문길 16, (염리동, 1층)",서울특별시 마포구 염리동  147번지 27호  ,20130822,시설개수명령,식품위생법제36조,조리장내 폐기물용기 뚜껑 미설치 
20130924,19930069445,회사랑,"서울특별시 마포구 토정로 307, 1층동 (용강동)",서울특별시 마포구 용강동  43번지 5호 1층 ,20130822,시설개수명령,식품위생법제36조,조리장내 폐기물용기 뚜껑 미설치 
20130924,19940069197,승리원,"서울특별시 마포구 성암로11길 56, (중동)",서울특별시 마포구 중동  390번지  ,20130724,시정명령,식품위생법제44조,간판에 업종 미표시
20130924,20110069707,라떼킹 DMC점,"서울특별시 마포구 월드컵북로 361, (상암동,DMC이안상암오피스텔 2단지 1층 115호)",서울특별시 마포구 상암동  1653번지  DMC이안상암오피스텔 2단지 1층 115호,20130905,시정명령,식품위생법제36조,영업장외 영업
20130924,19890069015,참복집해물나라,"서울특별시 마포구 토정로37길 17, 1층 (용강동)",서울특별시 마포구 용강동  26번지 7호  ,20130822,시설개수명령,식품위생법제36조,조리장내 폐기물용기 뚜껑 미설치 
20130924,20060069584,비노비또,"서울특별시 마포구 마포대로 53, (도화동, 마포트라팰리스 1층 123호)",서울특별시 마포구 도화동  559번지  ,20130902,시정명령,식품위생법제36조,영업장외 영업(테이블) 식품위생법제36조
20130924,20100069669,강에어기바다어차,"서울특별시 마포구 월드컵북로 351, (상암동,1층)",서울특별시 마포구 상암동  115번지 10호  1층,20130822,시설개수명령, 식품위생법제36조,조리장내 폐기물용기 뚜껑 미설치 
20131001,20010069871,아지오,"서울특별시 마포구 와우산로19길 16, (서교동, 1,2층)",서울특별시 마포구 서교동  364번지 6호  ,20131007,시정명령,식품위생법제36조,영업장외 영업
20131008,20060069837,옛날손짜장,"서울특별시 마포구 백범로 131, 1층 (염리동)",서울특별시 마포구 염리동  148번지 27호  ,20131031,시설개수명령,식품위생법제36조,조리장내 폐기물용기 뚜껑 미설치
20131008,20110070199,사랑방생선구이막회,"서울특별시 마포구 포은로 109, (망원동)",서울특별시 마포구 망원동  415번지 31호  ,20130826,시설개수명령,식품위생법제36조,조리장내 폐기물용기 뚜껑 미설치 
20131016,19930069367,동원참치회,"서울특별시 마포구 양화로 100-10, (서교동,2층)",서울특별시 마포구 서교동  372번지 5호  2층,20130826,시정명령,식품위생법,주방 천장 청소불량1차
20131016,19980069371,개미,"서울특별시 마포구 독막로 247-1, (대흥동)",서울특별시 마포구 대흥동  328번지 1호  ,20130606,영업정지15일 갈음하는 과징금 75만원,식품위생법제44조,유흥접객원고용(1차)
20131016,20090070331,New섬소년수산,"서울특별시 마포구 독막로 89, (상수동,1층)",서울특별시 마포구 상수동  309번지 6호  1층,20130827,시정명령,식품위생법,조리장폐기물용기 뚜껑 미사용
20131016,20100070208,카페오가닉,"서울특별시 마포구 와우산로27길 31, 105,202,203호 (서교동)",서울특별시 마포구 서교동  339번지 1호  ,20131017,"영업정지1월 갈음 과징금13,200,000원 부과처분",식품위생법제44조,표시사항 전부를 표시하지 아니한 것(포카치아빵)을 사용하여 조리 판매 1차
20131016,20110069764,동해회센타,"서울특별시 마포구 동교로18길 44, (서교동,1층 일부)",서울특별시 마포구 서교동  376번지 9호  1층 일부,20130826,시설개수명령,식품위생법제36조,조리장내 환풍기 청소불량 
20131025,20010069818,제주간이회집,"서울특별시 마포구 월드컵북로 73, (성산동)",서울특별시 마포구 성산동  231번지 4호  ,20131030,시설개수명령,식품위생법제36조,조리장내폐기물용기뚜껑미설치
20131105,19940070073,이쎄이,"서울특별시 마포구 잔다리로 11, 3층동 (서교동)",서울특별시 마포구 서교동  407번지 24호 3층 ,20130818,시설개수명령,식품위생법제44조,청소년유해업소에 청소년출입허용
20131105,20130069834,본파이어,"서울특별시 마포구 독막로5길 24, 지1층,1층동 (서교동)","서울특별시 마포구 서교동  400번지 15호  지1층,1층",20131014,시정명령,식품위생법제36조,영업장외 영업
20131105,20080069489,양평신내해장국마포직영점,"서울특별시 마포구 큰우물로 64, (용강동,1층)",서울특별시 마포구 용강동  19번지 4호  1층,20131014,시정명령,식품위생법제3조,이물혼입
20131105,20020069887,을지로골뱅이,"서울특별시 마포구 새창로 8, (도화동)",서울특별시 마포구 도화동  181번지 40호  ,20131014,시정명령,"법 제71조, 법 제74조 및 법 제75조",영업장외영업
20131105,20110070237,현주스시,"서울특별시 마포구 월드컵북로 396, 누리꿈스퀘어동 1층 117호 (상암동)",서울특별시 마포구 상암동  1605번지  ,20131014,과태료부과,식품위생법제3조,조리기구세척불량
20131108,20020069812,비어캐빈,"서울특별시 마포구 방울내로 72, (망원동)",서울특별시 마포구 망원동  475번지 2호  1층,20121022,영업정지(2013.11.28~2014.1.11),식품위생법 제44조,청소년 주류제공(1차1회)
20131113,20080069708,나빌레라,"서울특별시 마포구 홍익로3길 8, (서교동,지1층)",서울특별시 마포구 서교동  356번지 3호  지1층,20130925,기소유예 처분으로 1/2감경한 영업정지1월(2014.5.19~2014.6.17),식품위생법제44조,청소년주류제공
20131113,20090069281,비닷,"서울특별시 마포구 독막로7길 28, (서교동, 1층, 2층)",서울특별시 마포구 서교동  401번지 20호  ,20131113,시정명령,식품위생법제44조,신고한 상호 한글 미표기 1차
20131113,20120070560,5톤스테이션,"서울특별시 마포구 독막로7길 48, (서교동, 1, 2, 3층)",서울특별시 마포구 서교동  404번지 5호  ,20131015,시정명령,식품위생법제36조,조리장내폐기물 뚜껑미사용 1차
20131114,20100070206,신독도참치,"서울특별시 마포구 만리재옛길 14, (신공덕동, 1층)",서울특별시 마포구 신공덕동  14번지 9호  ,20131028,시정명령,식품위생버제44조,업소내 가격 미표시
20131201,20130069195,한씨네연탄생고기,"서울특별시 마포구 숭문길 96, (염리동)",,20131004,시정명령,식품위생법제36조,영업장외 영업
20131201,20130069659,슈퍼빠슈퍼세븐,"서울특별시 마포구 어울마당로 70, (서교동, 지하2층)",서울특별시 마포구 서교동  364번지 15호  ,20130809,시설개수명령,식품위생법제36조,유흥주점외 무도장설치
20131204,20040070411,오징어이야기홍대수산,"서울특별시 마포구 홍익로5길 43, (서교동, 1층)",서울특별시 마포구 서교동  370번지 26호  ,20131204,시정명령,식품위생법,영업장이외의 장소에서 영업
20131204,20050069294,무대포호프,"서울특별시 마포구 양화로16길 14, (서교동, 1층)",서울특별시 마포구 서교동  370번지 1호  ,20131204,시정명령,식품위생법,영업장 이외의 장소에서 영업
